train_acc,train_loss,val_acc,val_loss
0.69697,1.0207813,0.8217721518987342,0.54438335
0.83361,0.49214166,0.8470886075949365,0.44101802
0.8548499999999999,0.42353934,0.8621518987341771,0.39294782
0.8650699999999999,0.38399628,0.8658227848101266,0.37863377
0.87295,0.3598458,0.8665822784810125,0.3583121
0.87788,0.34077436,0.8818987341772152,0.33565652
0.88315,0.32660675,0.8817088607594937,0.3307998
0.88568,0.3179415,0.884873417721519,0.31887454
0.8891800000000001,0.30666384,0.8875316455696202,0.31050554
0.89213,0.29789805,0.8905696202531647,0.30925712
0.894,0.28994665,0.8879746835443036,0.31055254
0.8945,0.28470924,0.8925316455696203,0.3062492
0.89814,0.2769161,0.8934177215189875,0.29975408
0.89904,0.27289385,0.8906329113924051,0.29963908
0.90096,0.2661453,0.8921518987341772,0.2971485
0.90136,0.26314715,0.8923417721518986,0.30260485
0.9031800000000001,0.25676247,0.8960759493670885,0.29312268
0.90476,0.2522453,0.89126582278481,0.30727246
0.90646,0.24816339,0.8920886075949368,0.30408564
0.9078099999999999,0.24362926,0.8917721518987343,0.30314893
0.90884,0.23863097,0.894493670886076,0.3013306
0.9106700000000001,0.23459996,0.8896835443037975,0.31040034
0.9113900000000001,0.23237073,0.8944936708860759,0.2993293
0.91173,0.22737753,0.8918354430379747,0.3120954
0.91371,0.22355404,0.8930379746835444,0.31156975
0.9141699999999999,0.22002017,0.8901898734177217,0.31261843
0.9169499999999999,0.21633753,0.8870253164556963,0.3197692
0.91671,0.21258289,0.8927848101265823,0.3133865
0.9179200000000001,0.20933981,0.893227848101266,0.31670842
0.9188399999999999,0.20621201,0.8872784810126584,0.3197009
