train_acc,train_loss,val_acc,val_loss
0.78109,0.68724024,0.850632911392405,0.42131564
0.8663099999999999,0.37193084,0.8698101265822785,0.3574115
0.882,0.31805012,0.8722784810126584,0.3507872
0.89086,0.28794155,0.8803164556962024,0.33654463
0.8985700000000001,0.26127148,0.8812025316455697,0.33028063
0.9043499999999999,0.24346077,0.8855696202531647,0.33896458
0.91071,0.22217193,0.8771518987341772,0.3458053
0.91609,0.20672947,0.8834810126582281,0.3326542
0.92204,0.19049707,0.8824050632911392,0.37318537
0.9263599999999999,0.17837986,0.8829746835443038,0.35624576
0.93026,0.1668861,0.884873417721519,0.39591908
0.9346099999999999,0.15719068,0.8796835443037974,0.40125358
0.9383299999999999,0.14634122,0.8830379746835442,0.4328298
0.94224,0.13883093,0.8854430379746834,0.40559176
0.94602,0.13096818,0.8827848101265822,0.45839277
0.94898,0.1216995,0.8798734177215188,0.442922
0.95231,0.11752403,0.8801265822784811,0.5038979
0.95337,0.112290666,0.8798734177215188,0.5392747
0.9567599999999999,0.10442143,0.8756962025316457,0.5086733
0.9597100000000001,0.098345384,0.8724050632911391,0.54311293
0.9606200000000001,0.097353354,0.8739240506329113,0.57630503
0.9628099999999999,0.091529,0.8752531645569621,0.54233384
0.96491,0.08802874,0.8742405063291139,0.5650839
0.9674,0.08267413,0.8745569620253165,0.5891481
0.96905,0.07744662,0.8750632911392406,0.6262498
0.9694100000000001,0.07818146,0.8736075949367087,0.6281937
0.9721900000000001,0.07169276,0.8716455696202532,0.6376762
0.9723600000000001,0.07261148,0.8730379746835443,0.63364834
0.9731300000000002,0.0694285,0.8761392405063292,0.7056072
0.9753800000000001,0.06479824,0.8729746835443039,0.68083686
